POS,NEG
ماگ رو خریدم و قیمت نسبت به کیفیت خیلی مناسب بود.,برای ماگ نامطلوب ناامید شدم؛ رنگ و مدل با عکس فرق داشت.
از خرید لباس ارسال سریع بود و بسته‌بندی تمیز داشت.,لباس رو گرفتم اما ارسال خیلی دیر انجام شد.
برای مخلوط‌کن تجربه خوبی بود؛ قیمت نسبت به کیفیت خیلی مناسب بود.,با این مخلوط‌کن کیفیت صدا/تصویر ناامیدکننده بود.
بی‌نهایت برای کیف انتخاب خوبی بود و کیفیت محصول عالیه و کاملاً راضی‌ام.,تجربه من از کیف: ارزش خرید نداره.
مخلوط‌کن رو خریدم و ارزش خرید بالایی داره.,در مورد مخلوط‌کن باید بگم که بدنه خط و خش داشت.
از خرید مخلوط‌کن ارزش خرید بالایی داره.,برای مخلوط‌کن شدیداً ناامید شدم؛ عملکرد محصول ضعیف بود.
برای کیف تجربه خوبی بود؛ امکاناتش کامل و کاربردیه.,کیف رو گرفتم اما پشتیبانی پاسخگو نبود.
بی‌نهایت برای قهوه‌ساز انتخاب خوبی بود و پشتیبانی خیلی خوب راهنمایی کرد.,با این قهوه‌ساز دکمه‌ها درست کار نمی‌کرد.
دستبند رو خریدم و کالا بدون ایراد به دستم رسید.,تجربه من از دستبند: ارسال خیلی دیر انجام شد.
از خرید جاروبرقی قیمت نسبت به کیفیت خیلی مناسب بود.,در مورد جاروبرقی باید بگم که رنگ و مدل با عکس فرق داشت.
برای پاوربانک تجربه خوبی بود؛ کیفیت ساخت محکم و قابل اعتماده.,برای پاوربانک افتضاح ناامید شدم؛ کیفیت صدا/تصویر ناامیدکننده بود.
فوق‌العاده برای کوله‌پشتی انتخاب خوبی بود و ارسال سریع بود و بسته‌بندی تمیز داشت.,کوله‌پشتی رو گرفتم اما باتری یا شارژدهی خیلی کم بود.
دوربین رو خریدم و کیفیت محصول عالیه و کاملاً راضی‌ام.,با این دوربین کیفیت صدا/تصویر ناامیدکننده بود.
از خرید مخلوط‌کن امکاناتش کامل و کاربردیه.,تجربه من از مخلوط‌کن: عملکرد محصول ضعیف بود.
برای لباس تجربه خوبی بود؛ دقیقاً همون چیزی بود که توی توضیحات نوشته بود.,در مورد لباس باید بگم که کالا با توضیحات سایت مطابقت نداشت.
بی‌نهایت برای جاروبرقی انتخاب خوبی بود و ارزش خرید بالایی داره.,برای جاروبرقی خیلی ناامید شدم؛ بسته‌بندی آسیب‌دیده بود.
ساعت رو خریدم و کیفیت محصول عالیه و کاملاً راضی‌ام.,ساعت رو گرفتم اما باتری یا شارژدهی خیلی کم بود.
از خرید مانیتور کارایی محصول از انتظارم بهتر بود.,با این مانیتور محصول معیوب به دستم رسید.
برای دستبند تجربه خوبی بود؛ دقیقاً همون چیزی بود که توی توضیحات نوشته بود.,تجربه من از دستبند: کیفیت ساخت پایین بود و راضی نیستم.
بی‌نهایت برای کیف انتخاب خوبی بود و کیفیت ساخت محکم و قابل اعتماده.,در مورد کیف باید بگم که محصول معیوب به دستم رسید.
ساعت رو خریدم و کیفیت ساخت محکم و قابل اعتماده.,برای ساعت کاملاً ناامید شدم؛ دکمه‌ها درست کار نمی‌کرد.
از خرید پرینتر خریدش رو به بقیه هم پیشنهاد می‌کنم.,پرینتر رو گرفتم اما رنگ و مدل با عکس فرق داشت.
برای لپ‌تاپ تجربه خوبی بود؛ نصب و راه‌اندازی آسون بود.,با این لپ‌تاپ ارزش خرید نداره.
فوق‌العاده برای کیبورد انتخاب خوبی بود و عملکرد محصول عالیه و روان کار می‌کنه.,تجربه من از کیبورد: محصول معیوب به دستم رسید.
جاروبرقی رو خریدم و کیفیت ساخت محکم و قابل اعتماده.,در مورد جاروبرقی باید بگم که بعد از چند روز خراب شد.
از خرید تلویزیون قیمت نسبت به کیفیت خیلی مناسب بود.,برای تلویزیون بسیار ناامید شدم؛ بدنه خط و خش داشت.
برای ساعت تجربه خوبی بود؛ پشتیبانی خیلی خوب راهنمایی کرد.,ساعت رو گرفتم اما بعد از چند روز خراب شد.
بی‌نهایت برای لپ‌تاپ انتخاب خوبی بود و قیمت نسبت به کیفیت خیلی مناسب بود.,با این لپ‌تاپ بعد از چند روز خراب شد.
عطر رو خریدم و نصب و راه‌اندازی آسون بود.,تجربه من از عطر: پشتیبانی پاسخگو نبود.
از خرید تبلت دقیقاً همون چیزی بود که توی توضیحات نوشته بود.,در مورد تبلت باید بگم که بعد از چند روز خراب شد.
برای عطر تجربه خوبی بود؛ ارزش خرید بالایی داره.,برای عطر خیلی ناامید شدم؛ ارسال خیلی دیر انجام شد.
کاملاً برای کیف انتخاب خوبی بود و بعد از چند هفته استفاده هنوز مثل روز اوله.,کیف رو گرفتم اما کیفیت ساخت پایین بود و راضی نیستم.
جاروبرقی رو خریدم و پشتیبانی خیلی خوب راهنمایی کرد.,با این جاروبرقی بسته‌بندی آسیب‌دیده بود.
از خرید کفش ارزش خرید بالایی داره.,تجربه من از کفش: باتری یا شارژدهی خیلی کم بود.
برای عینک تجربه خوبی بود؛ ظاهر کالا شیک و باکیفیته.,در مورد عینک باید بگم که پشتیبانی پاسخگو نبود.
درجه‌یک برای کیف انتخاب خوبی بود و کارایی محصول از انتظارم بهتر بود.,برای کیف کاملاً ناامید شدم؛ باتری یا شارژدهی خیلی کم بود.
اسپیکر رو خریدم و پشتیبانی خیلی خوب راهنمایی کرد.,اسپیکر رو گرفتم اما کیفیت ساخت پایین بود و راضی نیستم.
از خرید هدفون کیفیت ساخت محکم و قابل اعتماده.,با این هدفون کیفیت ساخت پایین بود و راضی نیستم.
برای ماشین اصلاح تجربه خوبی بود؛ کالا بدون ایراد به دستم رسید.,تجربه من از ماشین اصلاح: باتری یا شارژدهی خیلی کم بود.
عالی برای ساعت انتخاب خوبی بود و خریدش رو به بقیه هم پیشنهاد می‌کنم.,در مورد ساعت باید بگم که پشتیبانی پاسخگو نبود.
تلویزیون رو خریدم و پشتیبانی خیلی خوب راهنمایی کرد.,برای تلویزیون نامطلوب ناامید شدم؛ قیمتش نسبت به کیفیت بالاست.
از خرید ماشین اصلاح ارسال سریع بود و بسته‌بندی تمیز داشت.,ماشین اصلاح رو گرفتم اما کیفیت ساخت پایین بود و راضی نیستم.
برای دوربین تجربه خوبی بود؛ عملکرد محصول عالیه و روان کار می‌کنه.,با این دوربین رنگ و مدل با عکس فرق داشت.
به‌شدت برای پاوربانک انتخاب خوبی بود و کالا بدون ایراد به دستم رسید.,تجربه من از پاوربانک: پشتیبانی پاسخگو نبود.
مخلوط‌کن رو خریدم و کارایی محصول از انتظارم بهتر بود.,در مورد مخلوط‌کن باید بگم که باتری یا شارژدهی خیلی کم بود.
